participant_id,first_name,last_name,gender,region,district,school,language,family_type,round_1_score,passed_round_1
P04147,Алихан,Нурланов,M,Улытауская область,Центральный район,Школа №3,kk,full,60.8,False
P04148,Динара,Жумабеков,F,Алматинская область,Северный район,Школа №2,kk,full,53.6,False
P04149,Артём,Морозов,M,Костанайская область,Западный район,Школа №1,ru,full,47.3,False
P04150,Иван,Морозов,M,Алматинская область,Восточный район,Школа №1,ru,full,58.7,False
P04151,Томирис,Темирбеков,F,Костанайская область,Северный район,Школа №3,kk,full,54.1,False
P04152,Андрей,Петров,M,Карагандинская область,Северный район,Школа №5,ru,full,71.9,True
P04153,Адильхан,Сериков,M,Жамбылская область,Сельский район,Школа №3,kk,full,56.3,False
P04154,Бауыржан,Сатпаев,M,Алматинская область,Южный район,Школа №4,kk,full,43.8,False
P04155,Аян,Маратов,M,Абайская область,Центральный район,Школа №1,kk,full,69.9,True
P04156,Дария,Маратов,F,Карагандинская область,Восточный район,Школа №5,kk,full,51.7,False
P04157,Эльмира,Жумабеков,F,г. Алматы,Центральный район,Школа №2,kk,full,62.9,False
P04158,Гульнара,Касенов,F,Мангистауская область,Восточный район,Школа №3,kk,single,41.8,False
P04159,Елена,Соколова,F,г. Астана,Центральный район,Школа №3,ru,full,45.3,False
P04160,Адильхан,Сериков,M,Алматинская область,Северный район,Школа №3,kk,single,50.3,False
P04161,Темирлан,Алиев,M,Жетысуская область,Южный район,Школа №3,kk,single,49.2,False
P04162,Дарья,Соколова,F,Мангистауская область,Северный район,Школа №4,ru,single,56.2,False
P04163,Дарья,Иванова,F,Атырауская область,Южный район,Школа №3,ru,full,51.0,False
P04164,Айдана,Абилов,F,Туркестанская область, Восточный район ,Школа №2,kk,full,27.5,False
P04165,София,Морозова,F,Туркестанская область,Заречный район,Школа №4,ru,single,42.5,False
P04166,Сауле,Маратов,F,Туркестанская область,Восточный район,Школа №1,kk,full,66.9,True
P04167,Дария,Маратов,F,Акмолинская область,Центральный район,Школа №2,kk,full,50.5,False
P04168,Алина,Темирбеков,F,г. Шымкент,Заречный район,Школа №2,kk,full,51.3,False
P04169,Иван,Соколов,M,Восточно-Казахстанская область,Восточный район,Школа №1,ru,full,69.8,True
P04170,София,Кузнецова,F,г. Астана,Северный район,Школа №4,ru,single,38.3,False
P04171,Екатерина,Волкова,F,г. Алматы,Южный район,Школа №2,ru,full,31.9,False
P04172,Санжар,Сатпаев,M,Жамбылская область,Восточный район,Школа №2,kk,single,46.6,False
P04173,Михаил,Иванов,M,Туркестанская область,Заречный район,Школа №3,ru,full,47.7,False
P04174,Меруерт,Касенов,F,Жетысуская область,Центральный район,Школа №5,kk,full,40.5,False
P04175,Кирилл,Волков,M,г. Астана,Северный район,Школа №2,ru,full,52.4,False
